Name,Runtime,Genre,IMDB,Director,Stars
The Burning of Atlanta,81,"Action, History",5.0,Christopher Forbes,"Jezibell Anat, Gunner Bridger, Jerry Chesser, Corbin Cochran"
The Devil's Familiar,60,Horror,2.8,Kieran Edwards,"David Clarke, Uriel Davies, Kieran Edwards, Christopher Gadd"
Waiting for death,50,"Fantasy, Horror, Thriller",9.3,,"Sergey A., Mike Lachance, Ivan Lachance, Nikolay Yeriomin"
Christmas in the Rockies,85,Romance,5.2,,"Kimberly-Sue Murray, Stephen Huszar, Trish Stratus, Nigel Bennett"
London Confidental,77,"Crime, Drama, Thriller",6.2,Kanwal Sethi,"Mouni Roy, Purab Kohli, Kiren Jogi, Kulraj Randhawa"
A Rush of Hope: Find Answers to Life's Questions,60,Biography,8.6,Ben Smallbone,"Jeremy Camp, J. Michael Finley, For King & Country, Greg Laurie"
Victor_Robot,75,Adventure,6.3,Anatoliy Lavrenishyn,"Mariyka Aglotkova, Vasily Mazur, Rimma Zyubina, Viktor Zhdanov"
Dagger Kiss: Enchanted Forest,80,"Fantasy, Sci-Fi",6.9,Tucky Williams,"Tucky Williams, Amanda K. Morales, Roni Jonah, Thomas J. Phillips"
A Leg,115,"Comedy, Drama, Romance",6.9,Yaosheng Chang,"Shao-Huai Chang, Gwei Lun-Mei, Tony Yo-ning Yang"
Jenna Bums the Loveseat,67,"Drama, Comedy",8.4,,"Ashley Mayorquin, James Rosser, Amanda Nicole Ward, Stuart Anson"
The Inheritance,100,Drama,6.2,Ephraim Asili,"Aurielle Akerele, Shirley Chisholm, Chris Jarell, Michael A. Lake"
An Horror Anthology,55,Horror,4.7,Chris Rakotomamonjy,"André Chomier, Anne Terret"
Insanlar Ikiye Ayrilir,101,,6.7,Tunç Sahin,"Burcu Biricik, Pinar Deniz, Aras Aydin, Basak Dasman"
Christmas Zombies,66,"Action, Comedy, Horror",4.9,Ashley Hays Wright,"Ashley Hays Wright, David Owen Wright, Gary D. Clark, Cadence Wright"
Shark Season,87,Action,2.4,Jared Cohn,"Michael Madsen, Paige McGarvin, Juliana Destefano, Jack Pearson"
The Exorcism in Amarillo,89,Horror,9.2,Ashley Hays Wright,"Ashley Hays Wright, Cadence Wright, David Owen Wright, Jaina Wright"
Les animaux anonymes,64,"Fantasy, Thriller",5.5,Baptiste Rouveure,"Thierry Marcos, Pauline Guilpain, Aurélien Chilarski, Emilien Lavaut"
Classmates Minus,122,Drama,7.8,Hsin-yao Huang,"Yi-wen Chen, Evelyn Yu-Tong Cheng, Jen-Shuo Cheng, Jennifer Ling Hung"
Santa's Promise,92,Romance,4.2,Bill McAdams Jr.,"Daniel Britt, William Cross, Laura Dejean, Dustin Hannika Jr."
Kasino,68,Comedy,7.2,Mikko Jokipii,"Iina-Sofia Aura, Iida Hietamäki, Eelis Kakkonen, Marjukka Otsomaa"
Monster Killers,75,"Comedy, Horror",5.8,,"Anna Fiertag, Mark Fleischmann, Tamara Glynn, Simon Meacock"
John Williams: Live in Vienna,128,Music,8.9,Michael Beyer,"Anne-Sophie Mutter, Wiener Philharmoniker, John Williams"
La nave del olvido,71,"Drama, Romance",6.7,Nicol Ruiz Benavides,"Rosa Ramírez, Romana Satt, Gabriela Arancibia, Cristóbal Ruiz"
Choroibeti: A Journey,103,Drama,8.9,Amritangshu Chakravarty,"Suchanda Banerjee, Samir Biswas, Rimi Chakraborty, Sreyashi Chakraborty"
Evil Eye,90,"Horror, Mystery, Thriller",4.7,,"Sarita Choudhury, Sunita Mani, Bernard White, Omar Maskati"
Bidadari Mencari Sayap,89,Drama,7.1,Aria Kusumadewa,"Leony Vitria Hartanti, Rizky Hanggono, Nano Riantiarno, Fransiskus Michael"
Josee to Tora to Sakana-tachi,99,"Animation, Drama, Romance",8.1,Kôtarô Tamura,"Kaya Kiyohara, Taishi Nakagawa, Matsutera Chiemi, Kengo Kawanishi"
Dianas bryllup,87,"Comedy, Drama",6.6,Charlotte Blom,"Marie Blokhus, Pål Sverre Hagen, Jannike Kruse, Olav Waastad"
Deathstroke Knights & Dragons: The Movie,87,"Animation, Action, Adventure",6.4,Sung Jin Ahn,"Chris Jai Alex, Sasha Alexander, Michael Chiklis, Noshir Dalal"
Dị Năng: Trong Mỗi Chúng Ta,92,"Action, Drama, Fantasy",5.3,Felix Binder,"Cornelia Gröschel, Tim Oliver Schultz, Wotan Wilke Möhring, Nina Kunzendorf"
Simulation Theory Film,90,"Music, Sci-Fi",7.0,Lance Drake,"Matt Bellamy, Dominic Howard, Caelan Lewis, Chris Wolstenholme"
Banksterzy,106,"Crime, Drama",5.4,Marcin Ziebinski,"Antoni Królikowski, Magdalena Lamparska, Katarzyna Zawadzka, Tomasz Karolak"
Life with Music,97,Drama,6.3,,
Benyamin Biang Kerok 2,97,Comedy,6.9,Hanung Bramantyo,"Reza Rahadian, Delia Husein, Rano Karno, Meriam Bellina"
SARS-29,116,Drama,3.3,The Existentialist,"Adam Holley, Sara Quiriconi, Bella Shaw, Brett Azar"
Fearless Kungfu King,97,Action,7.2,Hei Zi,"Hu Guofang, Wang Yabin, Zheng Zhongyu"
Lejos de Casa,69,Drama,5.6,María Laura Daríomerlo,"Abel Ayala, Ana Celentano, Ivana Cur, Juan Carlos Desanzo"
Kondan,108,Drama,8.3,Sachin Yadav,"Gurunath Hindalekar, Samiksha Kadam, Vikrant Kedare, Satish Nikam"
Khoob Bad Jelf 2,108,"Action, Comedy",4.1,Peyman Ghassemkhani,"Sam Derakhshani, Hamed Komaily, Pejman Jamshidi, Reyhaneh Parsa"
The Caretaker,103,"Comedy, Drama, Horror",5.8,Josh Criss,"Josh Criss, Susanne Thomson, Lindsay B. Davis, Brendan Wahlers"
Kureyon Shinchan: Gekitotsu Rakugakingudamu to Hobo Shi-Ri no Yusha,103,Animation,8.4,Takahiko Kyogoku,"Yumiko Kobayashi, Tesshô Genda, Tamao Hayashi, Hiroaki Hirata"
Sha hai zhu long,90,"Action, Fantasy",4.4,Yuhai Wei,"Yusi Peng, Yiheng Du, Yirong He, Qiwei Lu"
Matchless Mulan,90,"Action, History, War",5.5,Chen Cheng,"Xue'er Hu, Wei Wei, Jarvis Wu"
The Hidden Strike,100,War,3.2,Suzad Iqbal Khan,"Deepraj Rana, Mir Sarwar, Jimmy Sharma, Lakha Lakhwinder Singh"
Meka Suri 2,86,"Crime, Thriller",6.6,Trinadh Velisila,"Abhinay, Naresh Byreddy, Lirisha, Pramod"
La Funeraria,86,Horror,5.6,Mauro Iván Ojeda,"Luis Machín, Celeste Gerez, Camila Vaccarini"
Love the Way U Lie,99,"Comedy, Romance",5.8,RC Delos Reyes,"Xian Lim, Alex Gonzaga, Kylie Verzosa, Jeric Raval"
Giant Fish,94,Fantasy,5.2,Yin Yue,"Mengni Fu, Lung Ti, Mei Yang"
The Haunter of the Dark III,112,Horror,5.1,Dmitriy Khmelyov,"Dmitriy Khmelyov, Ruslan Abdullaev, Anton Alexandrov, Yuriy Andreev"
Petla,105,"Crime, Drama",3.5,Patryk Vega,"Antoni Królikowski, Katarzyna Warnke, Piotr Stramowski, Maciej Zacharzewski"
Asalu Em Jarigindhante,110,Drama,8.1,Srinivas Bandari,"Karunya Chowdary, KarronyaKatrynn, Mahendran, Sri Pallavi"
The Great Illusionist,87,"Adventure, Fantasy",7.0,Fugui,"Meng Li, Yanfei Pan, Xiao-Hao Qian, Fei Xiang"
Full of Noise and Pain,101,Western,5.2,Nacho Aguirre,"Juan Manuel Alari, Emilio Bardi, Emanuel Gallardo, Facundo Sáenz Sañudo"
"Happy Halloween, Scooby-Doo!",80,"Animation, Adventure, Comedy",6.3,Maxwell Atoms,"Frank Welker, Matthew Lillard, Grey Griffin, Kate Micucci"
Nosotros nunca moriremos,82,Drama,5.7,Eduardo Crespo,"Brian Alba, Romina Escobar, Jésica Frickel, Giovanni Pelizzari"
Halloween Hero,52,Drama,8.6,Ashley Hays Wright,"Ashley Hays Wright, Cadence Wright, David Owen Wright, Jaina Wright"
The Old Ways,90,Horror,6.6,Christopher Alender,"Brigitte Kali Canales, Andrea Cortés, Julia Vera, Sal Lopez"
Set Roaring War,74,Drama,3.3,Al Carretta,"Lesley Hayes, Hattie Kemish, Eleanor Pead, Tom Patient"
Bucchi Naidu Kandriga,122,Drama,6.7,Poluri Krishna,"Drishika Chander, Pavitra Jayaram, Munna, Subba Rao"
Sniper,85,Action,9.0,Zhaosheng Huang,"Tianye Ren, Zhi Shi"
Das Unwort,89,"Comedy, Drama",6.6,Leo Khasin,"Iris Berben, Ursina Lardi, Thomas Sarbacher, Anna Brüggemann"
¡Ni te me acerques!,96,,8.0,Norberto Ramos del Val,"Eduardo Ferrés, Emilio Buale, Rubén Hernandez, Rosalía Mira"
Me and Me,105,"Mystery, Drama",5.9,Jin-young Jung,"Soo-bin Bae, Su-yeon Cha, Cho Jin-woong, Hae-Kyun Jung"
xABo: Ksiadz Boniecki,72,,6.9,Aleksandra Potoczek,"Adam Boniecki, Malgorzata Chmielewska"
7 Sins,93,Horror,4.5,,"Andrea Autullo, Silvia Bastet, Melissa Bianchini, Fabrizio Bordignon"
Violation,107,"Drama, Horror",5.9,,"Madeleine Sims-Fewer, Anna Maguire, Jesse LaVercombe, Obi Abili"
Fauna,70,Drama,5.8,Nicolás Pereda,"Gabino Rodríguez, Luisa Pardo, Francisco Barreiro, Teresa Sánchez"
Bandar Band,75,Drama,6.5,Manijeh Hekmat,
Subarashikisekai,126,Crime,6.9,Miwa Nishikawa,"Taiga Nakano, Kôji Yakusho"
180 Degree Rule,83,Drama,6.4,Farnoosh Samadi,"Sadaf Asgari, Sahar Dolatshahi, Azita Hajian, Mohammad Heidari"
Hey! Little Bone,87,Fantasy,4.5,Ai Yanru,"Zhao Jiaoxuan, Chen Xinzhe"
Kiwewe Nyeusi (Black Trauma),46,Drama,9.1,Kashmir Leese,
Amma Hófí,95,Comedy,6.2,Gunnar B. Gudmundsson,"Edda Björgvinsdóttir, Gísli Örn Garðarsson, Ísgerður Elfa Gunnarsdóttir, Þorsteinn Guðmundsson"
Mimaroglu: The Robinson of Manhattan Island,77,,7.0,Serdar Kokceoglu,"Rüstem Batum, Gungor Mimaroglu, Ilhan Mimaroglu"
Icemen: 200 Years in Antarctica,50,Adventure,6.6,,
Monster Hunters,76,"Adventure, Fantasy",3.5,Yilin Dai,"Norman Chu, Ka-Yan Leung, Liu Lincheng, Biyao Peng"
Tereza37,100,Drama,7.2,Danilo Serbedzija,"Lana Baric, Ivana Roscic, Leon Lucev, Marija Skaricic"
Hanimaga'nin Gelinleri,130,Comedy,5.9,Ali Ayyildiz,"Aslihan Güner, Burak Serdar Sanal, Benian Dönmez, Sinan Çaliskanoglu"
Adam Sandler: Funny Guy,60,"Biography, Comedy",7.0,Danielle Winter,"Sharon Feingold, Adam Sandler"
Sary mysyq,90,"Comedy, Drama",5.8,Adilkhan Yerzhanov,"Azamat Nigmanov, Kamila Nugmanova, Sanjar Madi"
Selva trágica,96,"Drama, Mystery",6.1,Yulene Olaizola,"Indira Rubie Andrewin, Gilberto Barraza, Mariano Tun Xool, Eligio Meléndez"
Careless Crime,139,"Crime, Drama",6.2,Shahram Mokri,"Babak Karimi, Razie Mansori, Abolfazl Kahani, Mohammad Sareban"
Dashte khamoush,102,Drama,5.7,Ahmad Bahrami,"Touraj Alvand, Ali Bagheri, Majid Farhang, Mahdie Nassaj"
"Lahi, hayop",150,"Crime, Drama",6.0,Lav Diaz,"Nanding Josef, Bart Guingona, Don Melvin Boongaling, Hazel Orencio"
La troisième guerre,92,Drama,5.7,Giovanni Aloi,"Anthony Bajon, Leïla Bekhti, Jonas Dinal, Karim Leklou"
Night in Paradise,131,Drama,5.5,Hoon-jung Park,"Seung-Won Cha, Tae-goo Eom, Park Ho-San, Yeo-bin Jeon"
Assandira,126,Drama,6.0,Salvatore Mereu,"Corrado Giannetti, Anna König, Gavino Ledda, Matthias Lier"
Zoom.Mov,70,Crime,6.7,,"Josef Cannon, Tristan Cunningham, Jakeem Hawkins, Alexandra Marlin"
Mosquito State,100,Drama,5.3,Filip Jan Rymsza,"Beau Knapp, Charlotte Vega, Jack Kesy, Olivier Martinez"
Le sorelle Macaluso,94,Drama,5.9,Emma Dante,"Alissa Maria Orlando, Susanna Piraino, Anita Pomario, Eleonora De Luca"
Das Neue Evangelium,107,Drama,5.3,Milo Rau,"Yvan Sagnet, Maia Morgenstern, Enrique Irazoqui, Marcello Fonte"
Samp,78,"Crime, Drama",3.7,,"Antonio Rezza, Francesco Artibani, Maurizio Catania, Silvana Cionfoli"
Vagrant,83,Drama,6.3,Caleb Ryan,"Luke Oparah, Ana Isabella Piñero, Joseph C. Ryan, Kevin Kaye"
Chills Down Your Spine,169,Horror,4.1,Mathew Kister,"Anastasia August, Clint Beaver, Michell Blodgett, Leah Cardenas"
Empress of Darkness,68,Fantasy,9.4,Nick DiLiberto,"John Jellinek, Nick DiLiberto"
Sin hijos,95,Comedy,6.6,Roberto Fiesco,"Alfonso Dosal, Regina Blandón, Francesca Mercadante, Jorge Muñiz"
Guida romantica a posti perduti,106,Drama,5.5,Giorgia Farina,"Clive Owen, Jasmine Trinca, Irène Jacob, Andrea Carpenzano"
The Male Gaze: Strikers & Defenders,95,"Drama, Sport",7.5,,"Harry Jarvis, Matthieu Lucci, Samuel Theis, Pierre Prieur"
Tallukh,83,"Crime, Drama, Romance",5.1,Anurag Jha,"Yash Krishnani, Anurag Jha, Harshita Awale, Ghazala Ansari"
In vacanza su Marte,89,Comedy,2.6,Neri Parenti,"Christian De Sica, Massimo Boldi, Denise Tantucci, Lucia Mascino"
Akilla's Escape,90,Drama,7.7,Charles Officer,"Saul Williams, Thamela Mpumlwana, Donisha Rita Claire Prendergast, Vic Mensa"
Meel patthar,98,Drama,5.9,Ivan Ayr,"Lakshvir Saran, Suvinder Vicky"
I'ma Reck,84,Comedy,8.7,Bill Briles,"Aleta Doroudian, David Anderson, Greg Attaway, C.W. Briles Jr."
Midnight Swan,124,Drama,8.5,Eiji Uchida,"Misaki Hattori, Yusuke Hirayama, Tsuyoshi Kusanagi, Sei Matobu"
Good Luck with Everything,75,"Comedy, Drama",7.8,Chris Riggi,"Sheila Carrasco, Jon Ebeling, Lucas Hill, John Harlan Kim"
Casting na lásku,83,"Comedy, Romance",2.2,Eva Toulová,"Vojtech Babista, Igor Bares, Jan Censký, Jirina Havlová"
Mama,133,Drama,6.1,Dongmei Li,
Get the Hell Out,100,"Comedy, Horror",5.4,I.-Fan Wang,"Bruce Hung, Francesca Kao, Megan Lai, He-Hsuan Lin"
The Confidence Man JP: Princess,124,"Comedy, Crime",6.8,Ryô Tanaka,"Yôsuke Eguchi, Yuta Furukawa, Gaku Hamada, Mari Hamada"
Empire,72,Horror,8.4,Paul L. Carr,"Nick Leininger, Don Schroeder"
Barbie Princess Adventure,72,"Animation, Musical",5.4,Conrad Helten,"Ogie Banks, Eamon Brennan, Nakia Burrise, Greg Chun"
Rats in the walls,56,"Horror, Thriller",5.5,Nikita Kuznetsov,"Nikita Kuznetsov, Dmitriy Khmelyov, Denis Gazaryan, Alina Fadikhova"
Victoria,88,Drama,6.0,Ural Safin,"Nino Kantariya, Vitaliya Kornienko, Evgeniya Malakhova, Dmitriy Miller"
The Day of Destruction,57,"Drama, Horror",5.4,Toshiaki Toyoda,"Kiyohiko Shibukawa, MahiToThePeople, Issei Ogata, Itsuki Nagasawa"
Nimby,94,"Comedy, Drama, Romance",6.4,Teemu Nikki,"Youssef Alkhatib, Almila Bagriacik, Ona Kamu, Matti Onnismaa"
Xin Qiji 1162,110,"Action, History",7.0,Zhe Zhang,"Xie Miao, Sheng Nan"
Steve-O: Gnarly,58,Comedy,6.6,Mark Ritchie,"Steve-O, Jason 'Wee Man' Acuña, Tommy Caudill, Dave England"
Ác Quỷ Đối Đầu,108,"Action, Crime, Thriller",6.8,Won-Chan Hong,"Hwang Jung-min, Lee Jung-jae, Jung-min Park, Moon Choi"
Detective Dee: Solitary Skies Killer,85,"Action, Adventure",6.5,Francis Nam,"Yiheng Du, Yang Shu, Rui Zhao, Wenzhuo Zhao"
Quando o Sol se Põe,90,Drama,5.4,Fábio Faria,"Priscila Alcântera, Lu Alone, Ricardo Andrade, Samuel Araujo"
Octonauts and the Caves of Sac Actun,72,"Animation, Adventure, Comedy",6.3,Blair Simmons,"Teresa Gallagher, Simon Greenall, Michael Murphy, Paul Panting"
Koshtargah,102,"Crime, Drama",6.1,Abbas Amini,"Amirhossein Fathi, Mani Haghighi, Baran Kosari, Hassan Pourshirazi"
Comedy Couple,117,"Comedy, Romance",7.5,Nachiket Samant,"Saqib Saleem, Shweta Basu Prasad, Pooja Bedi, Rajesh Tailang"
Smiley Face Killers,96,"Horror, Thriller",3.7,Tim Hunter,"Ronen Rubinstein, Mia Serafino, Crispin Glover, Amadeus Serafini"
Return to Splatter Farm,71,"Horror, Thriller",4.7,,"Danielle Donahue, Nico Bryant, Mel Heflin, Marie DeLorenzo"
Engel,97,Family,6.6,Dennis Bots,"Barry Atsma, Ali Ben Horsting, Yenthe Bos, Remco Coppejans"
Salmonid. 25 aastat hiljem,95,Comedy,3.9,Toomas Kirss,"Maria Avdjushko, Ita Ever, Karolin Jürise, Guido Kangur"
The Tears of the Great Sage,71,"Action, Adventure, Fantasy",6.5,Frankie Chung,"Pakho Chau, Wenzuo Song, Shengnan Xu, Viann Zhang"
The Illustrator,110,Drama,3.9,Aaron Escobar,"Yadira Escobar, Reinaldo Escobar, Benjamin Escobar, Levi Escobar"
Ice Cream Man,53,Drama,7.4,Ian Carter,
Xue sha,76,Horror,2.9,Yue Ang Wang,"Tara Clance, Lik-Sun Fong, Ziqing Liu, Yue Ang Wang"
Phòng Chat Quỷ Ám,57,"Horror, Mystery",6.6,Rob Savage,"Haley Bishop, Jemma Moore, Emma Louise Webb, Radina Drandova"
Mia isi rateaza razbunarea,81,Drama,7.1,Bogdan Theodor Olteanu,"Ioana Bugarin, Stefania Cîrcu, Ana Maria Guran, Alexandru Ion"
Meka Suri,86,"Crime, Thriller",8.7,Trinadh Velisila,"Abhinay, Naresh Byreddy, Sharat Kumar, Sravan"
Parannageevi,75,Drama,2.6,Nutan Naidu,"Mahesh Kathi, Lakshman Lahari, Shakalaka Shankar"
Seven Love Flowers in the Heavenly Mountain under the Seven Swords,82,"Action, Drama, History",8.2,Ziwei Han,
Do You Love Me As I Love You,109,"Drama, Romance",8.7,,
Cats & Dogs 3: Paws Unite,84,"Action, Adventure, Comedy",3.6,Sean McNamara,"Melissa Rauch, Max Greenfield, George Lopez, Callum Seagram Airlie"
Mee Raqsam,80,Drama,6.7,Baba Azmi,"Juhaina Ahsan, Shivangi Gautam, Danish Husain, Rutu Raj Jadhav"
Lungs,83,"Comedy, Drama",8.0,Matthew Warchus,"Claire Foy, Matt Smith"
Yi dian jiu dao jia,97,Drama,6.2,Derek Hui,"Haoran Liu, Yuchang Peng, Fang Yin, Zhuo Tan"
The 100 Candles Game,100,Horror,5.0,,"Magui Bravi, Luz Champané, Amparo Espinola, Clara Kovacic"
Plaza,82,Drama,5.4,Anil Gelberi,"Onur Berk Arslanoglu, Deniz Altan, Adnan Devran"
Viruddha,63,Thriller,8.4,Nikhil Shivaprakash,"Mithun Surya, Chandana Lavika, Rakesh Suryavamshie, Khushi Shetty"
Silent Tokyo,99,Thriller,5.9,Takafumi Hatano,"Alice Hirose, Kai Inowaki, Yuriko Ishida, Yûta Kanai"
Connectés,85,Thriller,3.6,Romuald Boulanger,"Nadia Farès, Pascal Demolon, Stéphane De Groodt, Michaël Youn"
Sair,99,Drama,4.7,Mehmet Emin Yildirim,"Hakan Atalay, Batur Belirdi"
Almost Human,91,"Crime, Romance, Sci-Fi",4.8,Nan Zhang,"Bowen Duan, Bea Hayden Kuo, Yiwei Liu, Yujie Ma"
The Magic School Bus Rides Again: Kids in Space,45,"Animation, Adventure, Comedy",6.1,Richard Weston,"Kate McKinnon, Mikaela Blake, Gabby Clarke, Roman Lutterotti"
La Verónica,100,Drama,6.0,Leonardo Medel,"Mariana Di Girólamo, Antonia Giesen, Ariel Mateluna, Josefina Montané"
Los amigos del anillo,72,Comedy,7.4,,"Fabián Arenillas, Darío Barassi, Andrés Ciavaglia, Ramiro Delgado"
BomBhaat,136,"Action, Comedy, Sci-Fi",6.6,Raghavendra Varma Indukuri,"Sai Sushanth Reddy, Simran Chowdary, Chandini Chowdary, Priyadarshi"
Se busca papá,102,"Comedy, Drama, Family",5.7,Javier Colinas,"Mauricio Argüelles, Moisés Arizmendi, Luis Arrieta, Bere Becerra"
Idiot Prayer,118,Music,8.5,Nick Cave,
Chlorine,85,Drama,6.6,Daniel Lotz,"Joel Dik, Anna Dvorchak, Austin Kinser, Kenneth Kubacki"
Marino y Esmeralda,85,Romance,7.9,Luis Garza,"Luis Garza, Stéphanie Rose"
The Key to Christmas,80,Family,5.6,Jason Mills,"Katherine Alpen, Danny Gurniak, Sarah Houghton, Stefen Kloppenburg"
Laila in Haifa,99,"Comedy, Drama",5.1,Amos Gitai,"Maria Zreik, Khawla Ibraheem, Bahira Ablassi, Naama Preis"
The Rodfellows Movie,117,"Animation, Adventure, Comedy",5.5,,"Max Andrew, Huynh Tuan Bao, Marshall Bourne, Jayden Chandler"
Gat in Die Muur,104,Drama,6.5,,"Nicholas Campbell, Anna Davel, Bheki Mkhwane, Andre Odendaal"
Christmas in Carolina,76,"Comedy, Romance",5.0,Peggy Williams,"Stephen Fisher, Joe Hall Jr., Joslyn Y Hall, Tashawnie Hunter"
Curse of Aurore,90,"Drama, Horror, Mystery",7.1,Mehran C. Torgoley,"Llana Barron, Lex Wilson, Jordan Kaplan, Agathe Salzmann"
Siren head,52,"Horror, Sci-Fi, Thriller",8.7,,"Sergey A., Ramil Albekov, Ivan Lachance, Mike Lachance"
I Think We're Alone Now,65,Horror,4.4,Jt Kris,"Agneta Elisabeth, Anne-Marie Piwell, Johanna Thomasson, Junie Liv Thomasson"
The Phantom Menace Special Edition,135,Sci-Fi,7.4,Andrew Duncanson,"Andrew Duncanson, Liam Duncanson, Daniel Nicholson, Samuel Nicholson"
Ballads of the Revelation,100,"Drama, Musical",9.7,Dalton Thomas,"Abraham Shishkoff, Eitan Shishkoff, Anna Thomas, Dalton Thomas"
Da pen ti,102,"Fantasy, Romance",5.3,,"Kai Ko, Louis Koo, Ariel Lin, Kuan-Ting Liu"
Giovanni's,46,"Biography, Drama, Romance",8.8,Amy Wright,"Cassey Cox, Gabriel Dostes, Heidi Gardner, Joshua Jackson"
Beyto,98,Drama,6.0,Gitta Gsell,"Burak Ates, Müjdat Albak, Délia Antonio, Ecem Aydin"
Indictment Who is Jonathan Carter?,110,Drama,9.1,Dennis L. Reed II,"Deandre Addison, Kimeth Allan, Darrel Arnold, Abrasia Ayuk"
My own world,75,Music,8.1,Jan-Willem Schram,"Sebastiaan Brouwer, Davina Michelle, Wesley Nuis, Marcus Rietveld"
Why?,123,Horror,3.6,,"Paul Coker, Ian Davies, Alexander Edwards, Charlotte Hitchman"
Minor Premise,95,"Drama, Sci-Fi, Thriller",4.8,Eric Schultz,"Sathya Sridharan, Paton Ashbrook, Dana Ashbrook, Purva Bedi"
Ebola Rex,72,Horror,7.8,Dustin Ferguson,"Mel Novak, Clint Beaver, Shawn C. Phillips, Mike Ferguson"
C U Soon,98,"Drama, Mystery, Thriller",7.8,Mahesh Narayan,"Fahadh Faasil, Darshana Rajendran, Roshan Mathew, Saiju Kurup"
Detective,115,"Drama, Mystery, Thriller",4.6,Joydip Mukherjee,"Anirban Bhattacharya, Ishaa Saha, Saheb Bhattacharjee, Ambarish Bhattacharya"
Ek Prem Katha,97,"Drama, Romance",2.2,Dibyendu Das,"Arpita Basak, Ritti Chowdhury, Candy Das, Rohit Mallick"
Cosa sarà,101,Drama,4.9,Francesco Bruni,"Kim Rossi Stuart, Lorenza Indovina, Barbara Ronchi, Giuseppe Pambieri"
Tryna Come Up,81,Drama,4.8,The Dark Brothers,"Eldridge Allen, Kayla Boatner, Jamal Brown, Josh Brown"
Pinki Elli?,107,"Drama, Thriller",8.7,Prithvi Konanur,"Akshatha Pandavapura, Gunjalamma, Deepak Subramanya, Anoop Shoonya"
Fabula,125,"Horror, Mystery, Thriller",5.1,Denis Frison,"Denis Frison, Elena Griggio, Diego De Francesco, Roberta Barbiero"
Zanka Contact,125,Drama,5.9,Ismael El Iraki,"Khansa Batma, Ahmed Hammoud, Said Bey, Mourad Zaoui"
Shuttlecock,105,Thriller,3.7,Andrew Piddington,"José Agostinho, Luísa Barbosa, Alan Bates, Dick Beauchamp"
Thadayam Mudhal Adhyayam,150,"Action, Thriller",6.1,Mani Karthi,"Kalangal Dinesh, Karthikeyan, Linga, Maheshwaran"
Onbathu Kuzhi Sampath,127,Romance,7.2,Ja Ragupathi,"Balaji Maharaja, Nikhila Vimal, Appukutty, Sivabalan"
Valley Girl,102,"Comedy, Musical, Romance",5.4,Rachel Lee Goldenberg,"Jessica Rothe, Josh Whitehouse, Jessie Ennis, Ashleigh Murray"
#HandoZenryoku,109,Drama,4.9,Daigo Matsui,"Seishirô Katô, Kotaro Daigo, Ryôta Bandô, Haruka Imô"
Un soupçon d'amour,92,Drama,5.9,Paul Vecchiali,"Marianne Basler, Fabienne Babe, Jean-Philippe Puymartin, Ferdinand Leclère"
SOS Kolkata,116,"Action, Crime, Thriller",6.9,Anshuman Pratyush,"Mimi Chakraborty, Nusrat Jahan, Yash Dasgupta, Rohit Dey"
When Forever Dies,109,Drama,7.7,Peet Gelderblom,
TM,60,Drama,7.0,,"Ivica Dimitrijevic, Natalija Teodosieva, Gorast Cvetkovski, Dimitrija Doksevski"
Watashi wa genki,62,Drama,6.7,Hirobumi Watanabe,"Riko Hisatsugu, Nanaka Sudo, Keita Hisatsugu, Hirobumi Watanabe"
One Life at a Time,73,Drama,3.3,Jason Campbell,"Michael James Alexander, Michael Davis Arnold, Jay J. Bidwell, Emily Buckner"
Ojôchan,130,Drama,5.9,Ryûtarô Ninomiya,"Minori Hagiwara, Yûki Hirose, Rieko Dote, Ito Keitoku"
Lie huang zhe,92,Drama,6.2,Xin Lian,"Honglei Li, Xiaoqian Ma, Mengchun Sun, Maolei Wang"
National Theatre Live: Les Blancs,150,Drama,7.7,Yaël Farber,"Sheila Atim, Gary Beadle, Sidney Cole, Elliot Cowan"
Ram Singh Charlie,104,Drama,7.9,Nitin Kakkar,"Kumud Mishra, Divya Dutta, Akarsh Khurana, Ujjwal Chopra"
Agua dos Porcos,108,Crime,4.2,Roly Santos,"Roberto Birindelli, Mayana Neiva, Allana Lopes, Daniel Valenzuela"
Knerten og sjøormen,71,Family,6.1,Tove Undheim,"Sjur Vatne Brean, Filip Mathias Eide, Anette Hoff, Espen Petrus Andersen Lervaag"
T'as pécho?,98,Comedy,5.0,Adeline Picault,"Paul Kircher, Inès d'Assomption, Ramzy Bedia, Vincent Macaigne"
Battle of the Bulge: Winter War,85,War,2.2,Steven Luke,"Tom Berenger, Billy Zane, Steven Luke, Aaron Courteau"
Transition,75,Drama,9.4,Krishnanunni Mangalath,"Reghu Chullimanoor, Krishna Kanth, Gowri Krishna, Aswin Krishnan"
Bitterzoet Concert Film,88,Music,8.3,,
The Expanding Mind,12,Sci-Fi,8.8,Wesley Grogan,"Baz Black, Áine Flanagan, Ciara Moore, Philipp Michael"
Pesar Koshi,92,"Drama, Mystery",4.6,Mohammad Hadi Karimi,"Zhaleh Sameti, Arman Darvish, Bahareh Kian Afshar, Nasim Adabi"
Timing,82,Comedy,6.8,Alex Anderson,"Josh Accardo, Alex Anderson, Christopher Botte, Mike Cannon"
I WeirDO,104,"Comedy, Romance",7.3,Ming-Yi Liao,"Shao-Huai Chang, Nikki Hsieh, Po-Hung Lin, Aviis Zhong"
