Name,Runtime,Genre,IMDB,Director,Stars
Bis wir tot sind oder frei,118,"Drama, Romance",7.0,Oliver Rihs,"Jella Haase, Joel Basman, Anatole Taubman, Marie Leuenberger"
Suparna,101,"Action, Drama, Sci-Fi",5.3,Sujeewa Priyalal,"Duleeka Marapana, Dinakshie Priyasad, Ashan Dias, Dharshan Dharmaraj"
Deep Web,80,"Crime, Horror, Thriller",5.0,Jessy Dupont,"Mark Aylward, Alexandre Ballard, Jeremy Bernard, Nathan Blanchet"
Fisheye,97,Drama,6.2,Michal Szczesniak,"Julia Kijowska, Wojciech Zielinski, Piotr Adamczyk, Andrzej Mastalerz"
LOL & The Rise of Evil,55,"Adventure, Comedy, Horror",7.0,Pieter van den Wats,"Walbert de Boer, Pieter van den Wats"
Palm Springs,90,"Comedy, Fantasy, Mystery",7.4,Max Barbakow,"Andy Samberg, Cristin Milioti, J.K. Simmons, Peter Gallagher"
Cyborg: Deadly Machine,50,"Action, Sci-Fi",8.2,Mathieu Cailliere,"Aurelie Aloy, Fréderic Avila, Cyril Basilée, Jérôme Bernard-Var"
Max Cloud,88,"Action, Comedy, Sci-Fi",5.8,Martin Owen,"Scott Adkins, John Hannah, Lashana Lynch, Elliot James Langridge"
"Hüvasti, NSVL",91,Comedy,7.1,Lauri Randla,"Elene Baratashvili, Dima Bespalov, Ülle Kaljuste, Sten Karpov"
Havel,104,"Biography, Drama, History",6.5,Slávek Horák,"Anna Geislerová, Barbora Seidlová, Martin Hofmann, Jirí Bartoska"
Alles is zoals het zou moeten zijn,108,"Comedy, Drama",5.6,Ruud Schuurman,"Barbara Sloesen, Jan Kooijman, Sanne Langelaar, Jelle de Jong"
Incident at Guilt Ridge,75,Western,3.0,Joe Cornet,"Kelsey Bohlen, Buddy Clements, Robert Coffie, Joe Cornet"
Transference: A Love Story,90,"Drama, Romance",6.3,Raffaello Degruttola,"Raffaello Degruttola, Emilie Sofie Johannesen, Lotte Verbeek, Pernille Broch"
O Ano da Morte de Ricardo Reis,129,Drama,6.2,João Botelho,"Chico Díaz, Luís Lima Barreto, Catarina Wallenstein, Victoria Guerra"
Faces of the Dead,110,Horror,6.0,,"Lloyd Kaufman, Shawn C. Phillips, Jen Elyse Feldy, Kyle Rappaport"
Playhouse,87,"Horror, Thriller",3.7,,"Rebecca Calienda, Grace Courtney, Mathilde Darmady, Julie Higginson"
Love Sarah,97,"Comedy, Drama, Romance",6.0,Eliza Schroeder,"Shelley Conn, Shannon Tarbet, Celia Imrie, Candice Brown"
The Big Ugly,106,Drama,6.0,Scott Wiper,"Vinnie Jones, Malcolm McDowell, Ron Perlman, Nicholas Braun"
A Impossibilidade de Estar Só,81,Drama,5.0,Sérgio Graciano,"Laura Dutra, Bruna Quintas"
Beautiful Dreamer,94,"Comedy, Drama, Romance",7.2,Amy Glazer,"Wendie Malick, Erin Daniels, Louis Ozawa, Jennifer Mudge"
Norm of the North: Family Vacation,90,"Animation, Adventure, Comedy",3.1,Anthony Bell,"Lisa Durupt, Andrew Toth, Jonathan Holmes, Paul Dobson"
"The Author, The Star, and The Keeper",108,"Drama, Family",7.2,Steven F. Zambo,"Bruce Marchiano, Dale Waddington, David Ruprecht, Heather Ricks"
Saranghago issseupnikka?,107,"Drama, Fantasy, Romance",6.3,Jeong-kwon Kim,"Sung Hoon, So-hye Kim, Kim So-eun, Sun Woong"
Lasciami andare,98,Drama,4.4,Stefano Mordini,"Stefano Accorsi, Valeria Golino, Maya Sansa, Serena Rossi"
A Perfect Enemy,89,"Action, Adventure, Crime",6.7,Kiké Maíllo,"Dominique Pinon, Tomasz Kot, Marta Nieto, Athena Strates"
Triggered,94,"Action, Comedy, Horror",5.4,Alastair Orr,"Reine Swart, Russell Crous, Liesl Ahlers, Cameron Scott"
TKG: The Kids of Grove,115,Thriller,3.7,Damien Giglietta,"Alexandra Adornetto, Ernest Arfan, Mark Casamento, Anthony Ciccotosto"
Prílis osobní známost,102,Drama,4.7,Marta Ferencova,"Eliska Balzerová, Petra Hrebícková, Lubo Kostelný, Predrag 'Miki' Manojlovic"
The Roads Not Taken,85,Drama,5.1,Sally Potter,"Javier Bardem, Elle Fanning, Branka Katic, Salma Hayek"
The Goocher,86,Horror,3.0,William Lee,"Tyler W. Abron, Reese Acuff, Louis Banks, Sheree Barrell"
Girl,92,Thriller,4.7,Chad Faust,"Bella Thorne, Mickey Rourke, Chad Faust, Lanette Ware"
Gli anni più belli,129,Drama,6.1,Gabriele Muccino,"Pierfrancesco Favino, Micaela Ramazzotti, Kim Rossi Stuart, Claudio Santamaria"
Shakeela,126,"Biography, Drama",3.1,Indrajit Lankesh,"Pankaj Tripathi, Richa Chadha, Rajeev Pillai, Kajol Chugh"
English ki taay taay fisss,137,"Comedy, Romance",5.5,Shailendra Singh Rajput,"Aishwarya Rajesh Ash, Manoj Joshi, Leysan Karimova, Mushtaq Khan"
Digger,101,Drama,7.6,Georgis Grigorakis,"Vangelis Mourikis, Argyris Pandazaras, Sofia Kokkali, Theo Alexander"
Skylines,113,"Action, Adventure, Sci-Fi",4.7,Liam O'Donnell,"Lindsey Morgan, Jonathan Howard, Daniel Bernhardt, Rhona Mitra"
The Droving,80,"Crime, Mystery, Thriller",5.5,George Popov,"Daniel Oldroyd, Suzie Frances Garton, Amy Tyger, Jonathan Lawrence Risdon"
Stay Off the App,88,Thriller,4.7,Dan Frank,"Richard Grieco, Mindy Robinson, Kirk Fox, Devanny Pinn"
Forte,95,Comedy,4.8,Katia Lewkowicz,"Melha Bedia, Valérie Lemercier, Alison Wheeler, Bastien Ughetto"
Tryst with Destiny,96,Drama,8.2,Prashant Nair,"Suhasini, Viineet Kumar, Jaideep Ahlawat, Kani Kusruti"
The Stalker,60,"Horror, Mystery, Thriller",3.2,John Giorgio,"Troy Fromin, Jimmy Ace Lewis, Matthew Ewald, Triston Dye"
EX,85,"Comedy, Drama",4.4,George Markakis,"Braulio Bandeira, Maxime Chenu, Guille Chipironet, Léonard Condemine"
"Te quiero, imbécil",87,Comedy,5.7,Laura Mañá,"Quim Gutiérrez, Natalia Tena, Alfonso Bassave, Ernesto Alterio"
Doll House,85,Horror,2.6,Steven M. Smith,"Toyah Willcox, Mark Wingett, Jon-Paul Gates, Steven M. Smith"
Những Chàng Trai Năm Ấy - Tái Bút: Em Vẫn Yêu Anh,101,"Comedy, Drama, Romance",6.0,Michael Fimognari,"Lana Condor, Noah Centineo, Jordan Fisher, Anna Cathcart"
El inconveniente,94,"Comedy, Drama",7.2,Bernabé Rico,"Juana Acosta, Kiti Mánver, Carlos Areces, Daniel Grao"
Our Father's Keeper,92,Drama,6.9,Rob Diamond,"Kyler Steven Fisher, Shayla McCaffrey, Craig Lindquist, Tara Berrett"
The Outside Story,85,Drama,7.1,Casimir Nozkowski,"Brian Tyree Henry, Sonequa Martin-Green, Sunita Mani, Olivia Edward"
Flukten over grensen,96,"Family, War",6.7,Johanne Helgeland,"Anna Sofie Skarholt, Bo Lindquist-Ellingsen, Samson Steine, Bianca Ghilardi-Hellsten"
Final Kill,80,Action,4.5,Justin Lee,"Ed Morrone, Randy Couture, Drew Pinsky, Danny Trejo"
Hogar,103,"Adventure, Drama, Thriller",6.3,,"Javier Gutiérrez, Mario Casas, Bruna Cusí, Ruth Díaz"
Let Him Go,113,"Crime, Drama, Thriller",6.7,Thomas Bezucha,"Diane Lane, Kevin Costner, Kayli Carter, Ryan Bruce"
Gossamer Folds,96,Drama,7.9,Lisa Donato,"Jackson Robert Scott, Alexandra Grey, Sprague Grayden, Shane West"
Il Regno,99,Comedy,5.2,Francesco Fanuele,"Stefano Fresi, Massimiliano Tortora, Silvia D'Amico, Fotinì Peluso"
Tu te souviendras de moi,108,Drama,6.7,Éric Tessier,"L. Fernando Becerra Sánchez, David Boutin, France Castel, Alain Dahan"
Dos Otoños en Paris,100,Drama,8.7,Gibelys Coronado,"Maria Antonieta Hidalgo, Francisco Villarroel, Slavko Sorman, Raúl Amundaray"
Fukushima 50: Thảm Họa Kép,122,Drama,6.2,Setsurô Wakamatsu,"Kôichi Satô, Ken Watanabe, Hidetaka Yoshioka, Naoto Ogata"
El año de la furia,102,"Action, Adventure, History",8.1,Rafa Russo,"Alberto Ammann, Joaquín Furriel, Daniel Grao, Martina Gusman"
GetAWAY,80,Horror,3.8,Blayne Weaver,"Emma Norville, Danielle Carrozza, Kyle Mangold, Franchesca Contreras"
Simon Chama,84,Drama,7.7,Marta Sousa Ribeiro,"Simon Langlois, Mariana Achega, Rita Martins, Bernardo Chatillon"
Altered Carbon: Resleeved,74,"Animation, Action, Crime",6.5,,"Ray Chase, Doug Stone, Kaiji Tang, Chris Conner"
The High Note,113,"Drama, Music, Romance",6.4,Nisha Ganatra,"Dakota Johnson, Tracee Ellis Ross, Kelvin Harrison Jr., Bill Pullman"
Surge,105,Thriller,6.1,Aneil Karia,"Ben Whishaw, Ian Gelder, Ellie Haddington, Jasmine Jobson"
Divorce Club,108,Comedy,4.9,Michaël Youn,"Arnaud Ducret, François-Xavier Demaison, Audrey Fleurot, Caroline Anglade"
Soldier's Heart,140,Western,5.8,Michael Feifer,"Neal Bledsoe, Rob Mayes, Savannah Judy, Luke Judy"
Mikra omorfa aloga,107,Drama,5.4,Michalis Konstantatos,"Yota Argyropoulou, Dimitris Lalos, Alexandros Karamouzis, Katerina Didaskalou"
Jaeger,40,Action,5.1,Reid Miller,"Reid Miller, Tim Neff, R Scott Hoffman, Charlit Dae"
La daronne,104,"Comedy, Crime, Drama",6.0,Jean-Paul Salomé,"Isabelle Huppert, Hippolyte Girardot, Farida Ouchani, Liliane Rovère"
Hollywood,77,"Comedy, Crime",8.6,Peter Cameron,"Mark Mitchell, Nate McFadden, Scott R. Wright, Nell Nakkan"
High Ground,104,"Action, Thriller",5.7,Stephen Johnson,"Simon Baker, Jacob Junior Nayinggul, Jack Thompson, Callan Mulvey"
Allan the Dog,94,Comedy,5.3,Barry Murphy,"Steven Weber, Sam Daly, Alison Haislip, Gwen Hollander"
The Rescue,139,Action,6.3,,"Eddie Peng, Yanlin Wang, Zhilei Xin, Lyric Lan"
How to Deter a Robber,85,"Comedy, Crime",8.0,Maria Bissell,"Vanessa Marano, Gabrielle Carteris, Leah Lewis, Abbie Cobb"
Botox,97,"Comedy, Drama, Thriller",5.8,Kaveh Mazaheri,"Sussan Parvar, Mahdokht Molaei, Soroush Saeidi, Mohsen Kiani"
What Lies Below,87,"Horror, Mystery, Sci-Fi",4.6,Braden R. Duemmler,"Ema Horvath, Troy Iwata, Danny Corbo, Mena Suvari"
Poster Boys,87,"Comedy, Drama",6.9,Dave Minogue,"Trevor O'Connell, Ryan Minogue-Lee, Norma Sheahan, Amy Hughes"
Mariyam Vannu Vilakkoothi,115,"Comedy, Thriller",5.1,Jenith Kachappilly,"Siju Wilson, S.V. Krishna Shankar, Shabareesh Varma, Althaf Salim"
Uncorked,104,Drama,6.2,Prentice Penny,"Courtney B. Vance, Lashun Pollard, Michael Mobley, Robert Cox"
The Five Rules of Success,83,"Crime, Thriller",7.4,Orson Oblowitz,"Isidora Goreshter, Roger Guenveur Smith, Jonathan Howard, Jon Sklaroff"
A Perfect Plan,78,"Action, Crime, Mystery",4.2,Jesse D. Ikeman,"William Forsythe, Kathleen Munroe, Carlo Rota, Gia Sandhu"
The Curse of Hobbes House,83,"Drama, Horror",4.0,Juliane Block,"Mhairi Calvey, Makenna Guyler, Waleed Elgadi, Kevin Leslie"
The Secrets We Keep,97,"Drama, Thriller",5.7,Yuval Adler,"Noomi Rapace, Joel Kinnaman, Chris Messina, Jackson Dean Vincent"
Thirupathisamy Kudumbam,148,Drama,4.3,Suresh Shanmugam,"Devadarshini Chetan, Jahin, Aishwarya Lekshmi, Mayilsamy"
Jawaani Jaaneman,119,"Comedy, Drama",6.6,Nitin Kakkar,"Saif Ali Khan, Alaya Furniturewala, Tabu, Kumud Mishra"
Riding with Sugar,106,Drama,6.1,Sunu Gonera,"Charles Mnene, Hakeem Kae-Kazim, Simona Brown, Hlayani Junior Mabasa"
Allagash,89,Thriller,5.1,John Barr,"Tom Berenger, Kristen Hager, Paul Ben-Victor, Jimmy LeBlanc"
Villetta con ospiti,88,Drama,5.6,Ivano De Matteo,"Marco Giallini, Michela Cescon, Massimiliano Gallo, Erika Blanc"
Mainstream,94,"Comedy, Drama",5.4,Gia Coppola,"Maya Hawke, Andrew Garfield, Kalena Yiaueki, Nat Wolff"
Sister of the Groom,92,"Comedy, Drama, Romance",4.5,Amy Miller Gross,"Michael Bernardi, Charlie Bewley, Claudja Bicalho, Mark Blum"
The Trouble with Being Born,94,"Drama, Mystery, Sci-Fi",5.5,Sandra Wollner,"Ingrid Burkhard, Susanne Gschwendtner, Simon Hatzl, Jana McKinnon"
Skinned,98,"Horror, Thriller",3.6,Terry Lee Coker,"Lewis Kirk, Noeleen Comiskey, Joel Rothwell, Hayley-Marie Axe"
Emma.,124,"Comedy, Drama, Romance",6.7,Autumn de Wilde,"Anya Taylor-Joy, Johnny Flynn, Mia Goth, Angus Imrie"
Nàng Tiên Cá Ở Paris,102,"Comedy, Fantasy, Romance",5.5,Mathias Malzieu,"Tchéky Karyo, Rossy de Palma, Romane Bohringer, Marilyn Lima"
Impractical Jokers: The Movie,92,Comedy,5.9,Chris Henchy,"Paula Abdul, Joe Gatto, James Murray, Brian Quinn"
The Holy Heist,88,"Action, Crime, Drama",7.9,Brigham McNeely,"Greg Kriek, Pierce Pope, Mellie Boozer, Brigham McNeely"
Die Wolf-Gäng,97,"Adventure, Family, Fantasy",4.5,Tim Trageser,"Christian Berkel, Arsseni Bultmann, Butz Ulrich Buse, Shirley Feuring"
Made in Italy,94,Comedy,5.7,James D'Arcy,"Yolanda Kettle, Micheál Richardson, Souad Faress, Liam Neeson"
Bigfoot Family,89,"Animation, Family",6.0,,"Kylian Trouillard, Alexis Victor, Marie Chevalot, Frederic Souterelle"
The Doctor's Monster,73,Sci-Fi,2.2,Rick Jenkins,"Zack Zublena, Benjamin Schnau, Liana Mendoza, Terrance Wentz"
Uriyadi,136,"Comedy, Mystery",4.9,John Varghese,"Sreenivasan, Siddique, Aju Varghese, Indrans"
Vũ công nhỏ đáng yêu,96,Drama,3.1,Maïmouna Doucouré,"Fathia Youssouf, Médina El Aidi-Azouni, Esther Gohourou, Ilanah Cami-Goursolas"
Honey and Wine,90,"Comedy, Drama",3.8,Hank Orion,"Hank Orion, Adam Morse, Grace Denny, Sonya Seva"
Fear PHarm,79,Horror,4.1,Dante Yore,"John Littlefield, Tiana Tuttle, Aimee Stolte, Emily Sweet"
Pink Opaque,90,Drama,8.3,Derrick Perry,"Aaron Dominguez, Susan Elle, Elijah Boothe, Jeremy Ford"
The Reckoning,110,"History, Horror",5.0,Neil Marshall,"Sean Pertwee, Joe Anderson, Charlotte Kirk, Steven Waddington"
Lindenberg! Mach dein Ding,139,"Biography, Music",6.3,Hermine Huntgeburth,"Jan Bülow, Jesse Hansen, Julia Jentsch, Benjamin Friedhoff"
Wildfire,85,Drama,5.8,Cathy Brady,"Kate Dickie, Nora-Jane Noone, Martin McCann, David Pearse"
Minamata,115,Drama,7.5,Andrew Levitas,"Johnny Depp, Bill Nighy, Hiroyuki Sanada, Tadanobu Asano"
Ekram,94,Drama,5.9,Saheem Khan,"Saheem Khan, Vandana Chopra, Arshad Khan, Sakshi"
The Pale Door,96,"Drama, Horror, Western",4.6,Aaron B. Koontz,"Melora Walters, Zachary Knighton, Stan Shaw, Noah Segan"
Clownery,80,Horror,2.8,Eros D'Antona,"Kateryna Korchynska, Serena P. Palmisano, Alex D'Antona, Mirko D'Antona"
Istasyon,66,"Crime, Drama, Thriller",3.4,,"Günes Cyrina Özek, Burak Ergün, Volkan Uygun, Alper Yildirim"
Cậu Bé Ma II,86,"Drama, Horror, Mystery",4.6,William Brent Bell,"Katie Holmes, Christopher Convery, Owain Yeoman, Ralph Ineson"
Ashens and the Polybius Heist,99,Comedy,5.8,Riyad Barmania,"Stuart Ashen, Robert Llewellyn, Daniel Hardcastle, Eli Silverman"
The Never List,102,Drama,7.5,Michelle Mower,"Fivel Stewart, Keiko Agena, Andrew Kai, Brenna D'Amico"
People in Landscape,105,"Drama, Mystery, Sci-Fi",7.0,Benjamin Rider,"Alison Brougham, Anne Wittman, Kate Cook, Gina Gershon"
Milkwater,101,Drama,7.4,Morgan Ingari,"Molly Bernard, Michael Judson Berry, Patrick Breen, Bryn Carter"
Intersection,75,Thriller,4.6,Samuel Bartlett,"Matt Doran, Lianne Mackessy, Lucy Fry, Daniel Kajtaz"
The Aerialist,102,Drama,5.8,Ned Farr,"Dreya Weber, Morgan Bradley, Kelly Marcus, Thunderbird Dinwiddie"
Misbehaviour,106,"Comedy, Drama, History",6.2,Philippa Lowthorpe,"Keira Knightley, Gugu Mbatha-Raw, Jessie Buckley, Greg Kinnear"
Perfect Strangers,100,"Comedy, Romance",4.9,Ryan Hendrick,"Natalie Clark, Kenny Boyle, Sylvester McCoy, Sanjeev Kohli"
Falling,112,Drama,6.1,Viggo Mortensen,"Viggo Mortensen, Lance Henriksen, Sverrir Gudnason, Laura Linney"
Ainu moshiri,84,Drama,6.4,Takeshi Fukunaga,"Kanto Shimokura, Debo Akibe, Reiko Akiyama, Oki Dub Ainu Band"
Arkansas,117,"Crime, Drama, Thriller",6.0,Clark Duke,"Liam Hemsworth, Jacob Zachar, Patrick Muldoon, Clark Duke"
Limbo,103,Drama,7.7,Ben Sharrock,"Kwabena Ansah, Vikash Bhai, Grace Chilton, Kenneth Collard"
A Christmas Carol,94,"Animation, Drama",5.4,Jacqui Morris,"Thea Achillea, Ruby McMillan-Wilson, Oliver John Lock, Richard Cotton"
Invincible,92,Action,4.6,Daniel Zirilli,"Johnny Strong, Marko Zaror, Jason Archilla, David Blazejko"
The Last Conception,85,"Comedy, Drama, Family",5.3,Gabriela Ledesma,"Marshall Manesh, Nazanin Mandi, Carie Kawa, Matt Richards"
Moondance,97,Musical,7.5,Cooper Flannigan,"Adam Conover, Cooper Flannigan, Sam Jones, Carolyn Rabbers"
Caballo de Mar,94,,6.0,Ignacio Busquier,"Pablo Cedrón, Ailín Zaninovich, Alfredo Zenobi"
Paradise Drifters,85,Drama,6.0,Mees Peijnenburg,"Tamar van Waning, Jonas Smulders, Bilal Wahib, Joren Seldeslachts"
The Special,94,Horror,4.6,B. Harrison Smith,"Davy Raphaely, Dave Sheridan, Sarah French, Doug Henderson"
Trail of Ashes,98,"Mystery, Thriller",3.0,Arturo Lizardi,"Hector Escudero Lobe, Cecilia Arguelles, Arturo Lizardi, Jasmin Sanabria"
Never Too Late,95,"Comedy, Drama, Romance",5.4,Mark Lamprell,"James Cromwell, Jacki Weaver, Dennis Waterman, Jack Thompson"
The Office Mix-Up,86,"Comedy, Romance",5.3,Andrew Lawrence,"Kate Mansi, Matthew Lawrence, Sabina Gadecki, Joey Lawrence"
Cambio tutto,90,Comedy,5.7,Guido Chiesa,"Valentina Lodovini, Neri Marcorè, Libero De Rienzo, Dino Abbrescia"
La casa de los conejos,94,Drama,8.3,Valeria Selinger,"Darío Grandinetti, Miguel Ángel Solá, Silvina Bosco, Nahuel Viale"
Breaking Fast,92,"Comedy, Drama",3.9,Mike Mosallam,"Haaz Sleiman, Michael Cassidy, Amin El Gamal, Patrick Sabongui"
Andhaghaaram,171,"Horror, Mystery, Thriller",7.7,V. Vignarajan,"Vinoth Kishan, Arjun Das, Pooja Ramachandran, Kumar Natarajan"
Psycho,134,"Crime, Thriller",6.3,Mysskin,"Udhayanidhi Stalin, Aditi Rao Hydari, Nithya Menen, Ram"
Knuckledust,105,"Action, Thriller",5.1,James Kermack,"Gethin Anthony, Olivier Richters, Amy Bailey, Phil Davis"
Harami,100,"Crime, Drama, Romance",7.6,Shyam Madiraju,"Emraan Hashmi, Rizwan Shaikh, Dhanshree Patil, Harsh Rajendra Rane"
Paintball Massacre,92,"Comedy, Horror",4.2,Darren Berry,"Katy Brand, Lee Latchford-Evans, Robert Portal, Nicholas Vince"
In Other Words,98,Romance,4.8,Patrick Perez Vidauri,"Bryan McClure, Edy Ganem, Chris Kattan, Renee Victor"
Fried Barry,99,"Comedy, Horror, Sci-Fi",6.1,Ryan Kruger,"Gary Green, Chanelle de Jager, Brett Williams, Joey Cramer"
Big Brother,165,"Action, Drama, Thriller",3.4,Siddique,"Mohanlal, Arbaaz Khan, Asif Basra, Honey Rose"
Elyse,95,Drama,4.0,Stella Hopkins,"Anthony Hopkins, Lisa Pepper, Aaron Tucker, Tara Arroyave"
When I'm Done Dying,97,Drama,6.8,Nisan Dag,"Hayal Köseoglu, Oktay Çubuk, Müfit Kayacan, Ushan Çakir"
This Was America,94,Drama,2.7,Jamie Bailey,"Caylin Turner, Simon Phillips, Michael Coughlan, Laura Radu"
Gretel & Hansel: Truyện Cổ Kỳ Dị,87,"Fantasy, Horror, Mystery",5.4,Oz Perkins,"Sophia Lillis, Samuel Leakey, Alice Krige, Jessica De Gouw"
Apart,97,"Drama, History, Romance",4.5,Chit-Man Chan,"Chit-Man Chan, Lit Man Chan, Moon-Yuen Cheung, Jocelyn Choi"
Curtis,80,"Drama, Sport",8.3,Chris Bailey,"Alex Henderson, Dwight Henry, Kalena Knox, Thaddeus Street"
Die Adern der Welt,96,"Drama, Family",7.6,Byambasuren Davaa,"Bat-Ireedui Batmunkh, Enerel Tumen, Yalalt Namsrai, Algirchamin Baatarsuren"
I'll Be Around,123,"Comedy, Drama, Music",6.8,Mike Cuenca,"Sofia Grace, Sarah Lawrence, Brendan Takash, Kat Yeary"
Irresistible,101,"Comedy, Drama",6.2,Jon Stewart,"Steve Carell, Rose Byrne, Chris Cooper, Brent Sexton"
Flowers of the Field,75,Drama,6.2,Andrew Stanley,"Alexander Crowther, Ryan Hollyman, Kristopher Turner, Sharon McFarlane"
Beast by Night,57,Fantasy,2.9,Zachary Keane,"Zachary Keane, Wolf Heinzman, Ian Torres, Joshua Randell"
Tàn Tích Quỷ Ám,89,"Drama, Horror, Mystery",5.9,Natalie Erika James,"Robyn Nevin, Emily Mortimer, Bella Heathcote, Steve Rodgers"
Max and Me,104,"Drama, Romance",6.1,Claire Andrew,"Matthew Erick White, Lily Bleu Andrew, Mathew Odette, Grant Anstine"
First Lady,101,"Comedy, Romance",3.1,Nina May,"Nancy Stafford, Corbin Bernsen, Stacey Dash, Benjamin Dane"
Guilt,102,Thriller,3.7,,"Janet Shay, Hayley Flowers, Sandra Stockley, Tom Wilson"
Dreaming Grand Avenue,99,Drama,8.7,Hugh Schulze,"Jackson Rathbone, Andrea Londo, Wendy Robie, Tony Fitzpatrick"
An American Pickle,88,Comedy,5.7,Brandon Trost,"Seth Rogen, Sarah Snook, Molly Evensen, Eliot Glazer"
Dinner in America,106,"Comedy, Drama, Music",7.4,Adam Rehmeier,"Kyle Gallner, Emily Skeggs, Mary Anderson, Brian Andrus"
The Man in the Hat,95,Comedy,7.3,,"Ciarán Hinds, Stephen Dillane, Sasha Hails, Maïwenn"
Hall,80,"Horror, Mystery, Thriller",5.7,Francesco Giannini,"Julian Richings, Vlasta Vrana, Carolina Bartczak, Dawn Ford"
Twelve,125,Drama,6.4,Angel Manuel Soto,"Jahi Di'Allo Winston, Meek Mill, William Catlett, Donielle T. Hansley Jr."
Otac,120,Drama,7.3,Srdan Golubovic,"Goran Bogdan, Boris Isakovic, Nada Sargin, Milica Janevski"
O Último Banho,95,Drama,7.1,David Bonneville,"Anabela Moreira, Martim Canavarro, Margarida Moreira, José Manuel Mendes"
Bonus,121,Drama,7.7,Saurabh Bhave,"Gashmeer Mahajani, Pooja Sawant, Mohan Agashe, Supreet Nikam"
Subferatu,88,"Comedy, Horror",4.0,Patrick Penta,"Mike Dooly, Martyn G. Krouse, Michael Reed, Patrick Penta"
Giro de Ases,82,"Comedy, Romance",5.4,Sebastian Tabany,"Juan Grandinetti, Carolina Kopelioff, Lautaro Delgado, Romina Gaetani"
Pistolera,90,"Action, Drama",1.9,Damian Chapa,"Romina Di Lella, Robert Davi, Danny Trejo, Damian Chapa"
The Girls of Summer,94,Drama,5.9,John D. Hancock,"Tori Titmas, Jeff Puckett, Nathan Hosner, Kristin Cotts"
Pilis,91,Drama,6.0,Lina Luzyte,"Barbora Bareikyte, Gabija Jaraminaite, Jurate Onaityte, Martyna Peszko"
Poland's Gay Shocker,60,Horror,5.0,Aaron Van Doren,"Lukasz Urbanik, Aaron Van Doren"
Notzilla,78,"Comedy, Sci-Fi",4.6,Mitch Teemley,"Christina Steiner, Jason Mei, Frederic Eng-Li, Tim Bensch"
Le bonnet de Modibo,89,"Comedy, Drama",5.1,Boubakar Diallo,"O'Gus Kustu, Ildevert Meda, Issa Ouedraogo, Anatole Zabre Sougrinoma"
Gledelig Jul,90,Comedy,6.0,Henrik Martin Dahlsbakken,"Anne Marit Jacobsen, Otto Jespersen, Nils Jørgen Kaalstad, Iben Akerlie"
Wotaku ni koi wa muzukashii,114,"Comedy, Musical, Romance",5.3,Yûichi Fukuda,"Mitsuki Takahata, Kento Yamazaki, Nanao, Kento Kaku"
Tattaad,142,"Drama, Musical, Romance",9.0,Rahul Ovhal,"Rahul Belapurkar, Chetan D.K., Swapnil Dhondge, Sharad Dikule"
Narziss und Goldmund,110,Drama,6.3,Stefan Ruzowitzky,"Jannis Niewöhner, Sabin Tambrea, Henriette Confurius, Lukás Bech"
Rebelión de los Godínez,93,Comedy,3.9,Carlos Morett,"Gustavo Egelhaaf, Alejandro Suárez, Bárbara de Regil, Mauricio Argüelles"
The Jonestown Haunting,85,"Crime, Drama, Horror",2.8,Andrew Jones,"Derek Nelson, Andromeda Godfrey, Harriet Rees, Tiffany Ceri"
Miss Fisher and the Crypt of Tears,101,"Adventure, Drama, Mystery",6.1,Tony Tilse,"Essie Davis, Nathan Page, Rupert Penry-Jones, Miriam Margolyes"
Ricochet,93,Drama,7.0,Rodrigo Fiallega,"Andrés Almeida, Iazua Larios, Martijn Kuiper, José Manuel Poncelis"
Faust the Necromancer,80,"Comedy, Drama",2.9,Varun Giridhar,"Terrance Willis, Freddie Webster III, Amy L Levin, Christopher Carpenter"
Baby Gangsta,69,"Crime, Drama",8.9,,"Leroy Bolts, Shatecia Broughton, Damiyon Brown, Tatiana Campbell"
The Legend of the Five,93,"Adventure, Drama, Fantasy",2.8,Joanne Samuel,"Lauren Esposito, Gabi Sproule, Leigh Joel Scott, Nicholas Andrianakos"
