Title,Runtime,Genre,Rating,Directors,Stars
" 3,545. Closed Ward (2019) ",117,"Crime, Drama",6.2,Hideyuki Hirayama,"Tsurube Shôfukutei,Gô Ayano,Nana Komatsu,Toshiki Ayata"
" 3,546. Convergent (2019) ",67,Thriller,3.6,Stephen Meret,"Joy Koch,Sylvain Pierre,Valérie Birker,Christophe Vauzelle"
" 3,547. The Sacred Riana: Beginning (2019) ",111,Horror,7.1,Billy Christian,"The Sacred Riana,Aura Kasih,Agatha Chelsea,Prabu Revolusi"
" 3,548. Poppie Nongena (2019) ",,"Biography, Drama",7.7,Christiaan Olwagen,"Clementine Mosimane,Anna-Mart van der Merwe,Nomsa Nene,Chris Gxalaba"
" 3,549. Hiernamaals (2019) ",93,"Adventure, Drama, Family",6.8,Willem Bosch,"Ben Abelsma,Lionel Almeida,Jan-Paul Buijs,Marguerite de Brauw"
" 3,550. Rush (II) (2019) ",148,"Drama, Romance",6.8,Mahesh Munasinghe,"Uddika Premarathna,Iresha Asanki De Silva,Saranga Disasekara,Lucky Dias"
" 3,551. Prodigal (I) (2019) ",,Drama,4.1,Michael Dinh,"Austin Bostic,Adam Boyer,Michael Bullard,Darren Cain"
" 3,552. UP There (2019) ",94,Drama,4.9,"Michael Blaustein,Daniel Weingarten","Zoe Kanters,Daniel Weingarten,Michael Blaustein,Kirk Fox"
" 3,553. Sisters (II) (2019) ",105,"Action, Drama, Fantasy",5.0,Prachya Pinkaew,"Vasana Chalakorn,Supakorn Kitsuwon,Nannaphas Loetnamchoetsakun,Arpa Pawilai"
" 3,554. 5 Minute (2019) ",106,Drama,6.9,Dan Chisu,"Mihai Calin,Diana Cavallioti,Emanuel Parvu,Ana Radu"
" 3,555. Poliorkia (2019) ",101,"Adventure, Biography, History",6.8,Vasilis Tsikaras,"Dezy Sempekopoulou,Dimitris Papadopoulos,Giorgos Zois,Lefteris Dimiropoulos"
" 3,556. Like (2019) ",,Drama,7.7,M. Frank,"Rebecca McDiarmid,Brodie Young,Fiona Whitelaw,Shane Armstrong"
" 3,557. Nanna Prakara (2019) ",115,"Crime, Mystery",6.5,Vinay Balaji,"Ashok,Vaishnavi Chandran,Niranjan Deshpande,Kishore Kumar G."
" 3,558. Zhagaram (2019) ",113,"Adventure, Thriller",5.5,Krish,"Kothandam,Meenesh Krishna,Eden Kuriakosse,Nandha"
" 3,559. From Iceland to EDEN (2019) ",85,"Crime, Drama",6.4,Snævar Sölvason,"Telma Huld Jóhannesdóttir,Hansel Eagle,Arnar Jónsson,Hjalti P. Finnsson"
" 3,560. Among Thieves (2019) ",95,"Action, Crime, Thriller",4.2,K.C. Schrimpl,"Aaron Farb,Phil Miler,Joe Connolley Jr.,Jeremy Sless"
" 3,561. An Unforgettable Spring in a Forgotten Village (2019) ",110,Comedy,6.4,Kushtrim Bekteshi,"Bujar Ahmeti,Donike Ahmeti,Osman Ahmeti,Teuta Ajdini"
" 3,562. Misfit 2 (2019) ",81,Comedy,5.5,Erwin van den Eshof,"Tatyana Beloy,Hanwe Chang,Stefan de Vries,Ferron de Wit"
" 3,563. Yo, mi mujer y mi mujer muerta (2019) ",97,"Comedy, Drama",5.0,Santi Amodeo,"Oscar Martínez,Carlos Areces,Ingrid García Jonsson,Malena Solda"
" 3,564. First Lady II: Maria's Revenge (2019) ",125,Drama,6.5,Dennis L. Reed II,"Nicole Alexander,Kimeth Allan,Armetjir Amadi,Cheri Amor"
" 3,565. Los miembros de la familia (2019) ",86,"Comedy, Drama",6.1,Mateo Bendesky,"Sergio Boris,Edgardo Castro,Ofelia Fernández,Laila Maltz"
" 3,566. Stranded (I) (2019) ",89,"Drama, Romance",6.2,Ice Idanan,"Jessy Mendiola,Arjo Atayde,Miko Raval,Michelle Liggayu"
" 3,567. Amigo (2019) ",85,"Comedy, Drama, Horror",6.0,Óscar Martín,"Javier Botet,David Pareja,Esther Gimeno,Zoe Berriatúa"
" 3,568. The Head (2019) ",99,"Comedy, Horror, Romance",8.7,Michael Keene,"Cheryl Prater,Mindy Gilkerson,Drew Marvick,Michael Keene"
" 3,569. Appa Ani Bappa (2019) ",137,Comedy,7.5,"Garima Dhir,Jalaj Dhir","Subodh Bhave,Sanjay Choudhary,Tushar Dalvi,Bharat Jadhav"
" 3,570. Just Kids (2019) ",103,Drama,5.4,Christophe Blanc,"Kacey Mottet Klein,Andrea Maggiulli,Anamaria Vartolomei,Angelina Woreth"
" 3,571. Kioku ni gozaimasen! (2019) ",127,"Comedy, Drama",6.2,Kôki Mitani,"Kiichi Nakai,Dean Fujioka,Yuriko Ishida,Masao Kusakari"
" 3,572. Chosen One (2019) ",85,Fantasy,8.2,Thomas Meyer,"Marcee Mickelle,Kairi Danielson,Halle Palumbo,Beatrice Gordon"
" 3,573. Dolceroma (2019) ",105,"Comedy, Crime",5.2,Fabio Resinaro,"Lorenzo Richelmy,Luca Barbareschi,Valentina Bellè,Claudia Gerini"
" 3,574. Paradise - Una nuova vita (2019) ",85,"Comedy, Drama",5.6,Davide Del Degan,"Vincenzo Nemolato,Giovanni Calcagno,Katarina Cas,Branko Zavrsan"
" 3,575. Split Lip (2019) ",100,Action,3.6,Christopher Sheffield,"Robert Aldredge,Jax Menez Atwell,DeJean Brown,Maryam Cné"
" 3,576. Stealing School (2019) ",74,"Comedy, Drama",5.3,Li Dong,"Celine Tsai,Jonathan Keltz,Mpho Koaho,Darrin Baker"
" 3,577. Qui m'aime me suive! (2019) ",90,"Comedy, Drama",5.0,José Alcala,"Daniel Auteuil,Catherine Frot,Bernard Le Coq,Solam Dejean-Lacréole"
" 3,578. Apocalyptic 2077 (2019) ",64,"Action, Sci-Fi",3.8,Marc Hamill,"Ryan Flamson,David Hardware,Mo Shapiro,Carl Hamill"
" 3,579. Psycho-Pass: Sinners of the System Case.3 - Onshuu no Kanata ni (2019) ",68,"Animation, Action, Crime",7.3,Naoyoshi Shiotani,"Tomokazu Seki,Sumire Morohoshi,Takako Honda,Satoshi Tsuruoka"
" 3,580. Trhlina (2019) ",111,"Mystery, Thriller",5.5,Peter Bebjak,"David Hartl,Emanuel Hason,Mary Havranová,Ondrej Hraska"
" 3,581. Writer's Block (IX) (2019) ",97,Thriller,3.0,"Jeff Kerr,Ray Spivey","Mike Gassaway,Craig Nigh,Katusha Robert,Bobbie Grace"
" 3,582. Kerosin (2019) ",77,Drama,6.0,Yusup Razykov,"Valeri Maslov,Evgenija Molotova,Inna Stepanova,Elena Susanina"
" 3,583. Prince of Legend (2019) ",91,Action,4.8,"Hayato Kawai,Kentarô Moriya","Sei Shiraishi,Ryôta Katayose,Hiroki Iijima,Akihisa Shiono"
" 3,584. Weitermachen Sanssouci (2019) ",80,"Comedy, Drama",5.9,Max Linz,"Sarah Ralfs,Sophie Rois,Philipp Hauß,Bernd Moss"
" 3,585. Jwlwi - The Seed (2019) ",90,Drama,6.7,Rajni Basumatary,"Raj Agnihotri,Mondeep Basumatary,Rajni Basumatary,Sansri Basumatary"
" 3,586. Ecinni: Tilsimli Mezar (2019) ",90,Horror,2.6,Mehmet Saglam,"Elis Büsra Kiliç,Önem Piskin,Asli Simsek,Berkay Berkman"
" 3,587. Room 37: The Mysterious Death of Johnny Thunders (2019) ",100,"Drama, Thriller",4.5,"Fernando Cordero Caballero,Vicente Cordero","Leo Ramsey,Devin McGregor Ketko,Timothy Lee DePriest,Jason Lasater"
" 3,588. National Theatre Live: Small Island (2019) ",210,Drama,8.6,"Rufus Norris,Tony Grech-Smith","Amy Forrest,Leah Harvey,Sandra James-Young,Keira Chansa"
" 3,589. Urfin Dzhyus vozvrashchaetsya (2019) ",77,"Animation, Adventure, Family",3.6,Fyodor Dmitriev,"Marc Thompson,Alyson Leigh Rosenfeld,Eddy Lee,Tom Wayland"
" 3,590. Kiss Me at the Stroke of Midnight (2019) ",115,"Comedy, Romance",5.1,Takehiko Shinjo,"Ryôta Katayose,Kanna Hashimoto,Gordon Maeda,Alissa Yagi"
" 3,591. Greta (II) (2019) ",97,Drama,6.2,Armando Praça,"Marco Nanini,Denise Weinberg,Demick Lopes,Gretta Star"
" 3,592. World War Four (2019) ",85,"Action, Sci-Fi, Thriller",2.9,A.K. Strom,"Morgan Bradley,Graham Vincent,Frederick Dodson,Derek Good"
" 3,593. Godforsaken (2019) ",95,Horror,3.0,Olivia Jones,"Kane Richard Blust,Jeff Bratz,Diana Castrillon,Olivia Chan-Jones"
" 3,594. 5th of July (2019) ",100,Comedy,4.4,Camilo Vila,"Sean Kanan,Jaleel White,Gary Anthony Williams,Brent Briscoe"
" 3,595. O fim do Mundo (2019) ",107,"Action, Crime, Drama",7.0,Basil da Cunha,"Lara Cristina Cardoso,Marco Joel Fernandes,Alexandre Da Costa Fonseca,Michel David Pires Spencer"
" 3,596. Time & Again (II) (2019) ",84,"Drama, Romance",7.6,Jose Javier Reyes,"Wynwyn Marquez,Enzo Pineda,Adrienne Vergara,Rolando Inocencio"
" 3,597. Monster (VIII) (2019) ",139,"Comedy, Drama, Family",6.8,Nelson Venkatesan,"S.J. Suryah,Priya Bhavani Shankar,Karunakaran,Cheenu Mohan"
" 3,598. Blackfox (2019) ",90,"Animation, Action, Adventure",6.1,"Keisuke Shinohara,Kazuya Nomura","Ayaka Nanase,Haruka Tomatsu,You Taichi,Hiroshi Tsuchida"
" 3,600. We Are Champions (2019) ",118,"Drama, Sport",7.2,Jung-chi Chang,"Fandy Fan,Yi-Ching Lu,Tsung-Hua Tou,Chun-hao Tuan"
" 3,601. Alyti (2019) ",89,"Drama, Fantasy, Horror",5.4,Minos Nikolakakis,"Prometheus Aleifer,John De Holland,Maria Eglezaki,Anastasia Rafaella Konidi"
" 3,602. The Mysterious Note (2019) ",87,Adventure,4.5,Richard Aguilera,"Alex Aguilera,Natasha Diaz-Potter,Peter Tumangday,Jean-Ires Michel"
" 3,604. Dhuusar (2019) ",106,"Biography, Crime, Drama",9.0,"Snehashish Mondal,Soumi Saha","Arpita Banerjee,Ritwik Bhowmik,Subrat Dutta,Arya Mallick"
" 3,605. Kimi wa Tsukiyo ni Hikarikagayaku (2019) ",101,"Drama, Romance",6.1,Shô Tsukikawa,"Takumi Kitamura,Mei Nagano,Kyoko Hasegawa,Tomoko Ikuta"
" 3,606. Masal Satosu: Sihirli Davet (2019) ",100,Family,3.6,Burak Kuka,"Ecrin Su Çoban,Berk Coskun,Ayça Tilki,Aysegül Çinar"
" 3,607. The Wrong Affair (2019) ",,Drama,4.2,Jacob Hutton,"James Hartenfeld,Vanessa Papa"
" 3,608. Mask of Thorn (2019) ",102,Horror,3.0,Mj Dixon,"Eve Kathryn Oliver,Sophie Bryant,Maria Lee Metheringham,Atticus Machiavellian"
" 3,609. X Ray: The Inner Image (2019) ",93,Thriller,3.6,Rajiv S. Ruia,"Yashi Kapoor,Rahul Sharma"
" 3,610. Divaldo: O Mensageiro da Paz (2019) ",119,"Biography, Drama",8.2,Clovis Mello,"Bruno Garcia,Regiane Alves,Marcos Veras,Laila Garin"
" 3,611. Jimmy Ee Veedinte Aiswaryam (2019) ",109,Comedy,6.4,Raju Chandra,"Mithun Ramesh,Divya Pillai,Suraj Venjaramoodu,Idavela Babu"
" 3,612. Gotro (2019) ",,Drama,7.0,"Shiboprosad Mukherjee,Nandita Roy","Nigel Akkara,Biswanath Basu,Ambarish Bhattacharya,Soumendra Bhattacharya"
" 3,613. Thumbaa (2019) ",123,Adventure,6.0,Harish Ram L.H.,"Kpy Bala,Darshan,Dheena,Keerthi Pandian"
" 3,614. K-13 (2019) ",103,"Action, Drama, Mystery",6.0,Barath Neelakantan,"Arulnithi,Shraddha Srinath,Adhik Ravichandran,Vijay Kumar Rajendran"
" 3,615. Sila-sila (2019) ",116,Drama,7.5,Giancarlo Abrahan,"Gio Gahol,Topper Fabregas,Dwein Baltazar,Phi Palmos"
" 3,616. Boris and the Bomb (2019) ",118,"Action, Comedy",4.7,David Kronmiller,"Molly Hagan,Faran Tahir,Parisa Fakhri,T.J. Storm"
" 3,618. Saili (2019) ",140,"Drama, Romance",8.3,Ram Babu Gurung,"Dayahang Rai,Gaurav Pahari,Menuka Pradhan,Buddhi Tamang"
" 3,619. Debout sur la montagne (2019) ",105,"Comedy, Drama",5.8,Sébastien Betbeder,"William Lebghil,Izïa Higelin,Bastien Bouillon,Jérémie Elkaïm"
" 3,620. Love Live! Sunshine!! The School Idol Movie Over The Rainbow (2019) ",100,"Animation, Comedy, Music",7.2,Kazuo Sakai,"Anju Inami,Rikako Aida,Nanaka Suwa,Arisa Komiya"
" 3,621. Bibaho Obhijaan (2019) ",117,"Comedy, Drama",4.2,Birsa Dasgupta,"Sibaji Bandyopadhyay,Priyo Banerjee,Puja Banerjee,Ambarish Bhattacharya"
" 3,622. Steele Wool (2019) ",103,Thriller,7.3,Frank A. Cappello,"Cami Varela,Frank A. Cappello,Nicholas Ontiveros,Arina Manta"
" 3,623. La Fiesta Silenciosa (2019) ",87,"Action, Thriller",5.6,"Diego Fried,Federico Finkielstain","Lautaro Bettoni,Esteban Bigliardi,Gastón Cocchiarale,Gerardo Romano"
" 3,624. De Pernas pro Ar 3 (2019) ",104,"Comedy, Romance",5.2,Julia Rezende,"Ingrid Guimarães,Bruno Garcia,Denise Weinberg,Cristina Pereira"
" 3,625. Nocturne (I) (2019) ",80,Drama,6.6,Viktor van der Valk,"Vincent van der Valk,Reinout Scholten van Aschat,Simone van Bennekom,Tom Dewispelaere"
" 3,626. No soy tu mami (2019) ",108,"Comedy, Romance",5.1,Marcos Carnevale,"Julieta Díaz,Pablo Echarri,Sebastián Wainraich,Celina Font"
" 3,627. Matinee (2019) ",124,Romance,5.6,Hiroshi Nishitani,"Paulina Brusca,Jun Fubuki,Masaharu Fukuyama,Ikkô Furuya"
" 3,628. Officer Arjun Singh IPS (2019) ",120,"Action, Drama",8.6,Arshad Siddiqui,"Priyanshu Chatterjee,Raai Laxmi,Amit Misra,Govind Namdeo"
" 3,629. The Lick Movie (2019) ",88,"Action, Crime, Drama",6.9,Chris Larceny,"Roberto Escobar,Akim Black,Michael Blackson,DetailDaTruth"
" 3,630. The Santri (2019) ",,"Adventure, Drama, Family",4.9,"Ken Zheng,Livi Zheng","Azmi Askandar,Emil Dardak,Wirda Mansur,Veve Zulfikar"
" 3,631. Fastey Fasaatey (2019) ",119,"Drama, Romance",4.5,Amit Agarwal,"Bijay Anand,Ashok Awasthi,V.M. Badola,Arpit Chaudhary"
" 3,632. Roxane (2019) ",85,Comedy,5.9,Mélanie Auffret,"Guillaume de Tonquédec,Léa Drucker,Lionel Abelanski,Kate Duchêne"
" 3,633. Marcelo (2019) ",118,Comedy,5.9,Eduardo Ortíz,"Ramiro 'Ramir' Delgado Ruiz,Blas Sien Diaz,Daniela Droz,Carlos Esteban Fonseca"
" 3,634. MatiAnak (2019) ",85,Horror,6.9,Derby Romero,"Cinta Laura Kiehl,Jovarel Callum,Irsyadillah,Fatih Unru"
" 3,635. Planeta 5000 (2019) ",85,Drama,7.3,Carlos Val,"Kimberley Tell,Críspulo Cabezas,Itzan Escamilla,Irene Alquézar"
" 3,636. Miranda Sings Live... Your Welcome (2019) ",61,Comedy,5.5,Marcus Raboy,"Colleen Ballinger,Erik Stocklin"
" 3,637. Fabuleuses (2019) ",112,Comedy,6.6,Mélanie Charbonneau,"Noémie O'Farrell,Juliette Gosselin,Mounia Zahzam,Mikhaïl Ahooja"
" 3,638. Angelfish (2019) ",96,"Drama, Romance",6.4,Peter Andrew Lee,"Jimi Stanton,Princess Nokia,Stanley Simons,Erin Davie"
" 3,639. Turbines (2019) ",84,"Horror, Thriller",3.4,"Shane Borza,Igor Breakenback","Igor Breakenback,Bianca Bradey,Warren Coulton,Amber Gokken"
" 3,640. The Letter Red (2019) ",102,"Horror, Thriller",2.6,Joston Theney,"Angelica Bridges,Michael Wayne Foster,Veronica Lavery,Arielle Hader"
" 3,641. Vourate Geitonoi (2019) ",135,Comedy,6.7,Stamos Tsamis,"George Zenios,Alkistis Pavlidou,Gianna Lefkati,Demeris Xistras"
" 3,642. Lockdown (IV) (2019) ",,Action,5.6,Massimiliano Cerchi,"Michael Paré,Bai Ling,Michael Wainwright,Scott Engrotti"
" 3,643. S'ids Lake (II) (2019) ",90,Thriller,5.4,Kevin Ruiz,"Kristian Pierce,David Solesbee,Michael J. King,Tom McLaren"
" 3,644. Eerie Fairy Tales (2019) ",92,"Fantasy, Horror",6.7,Mart Sander,"Lisette Pomerants,Jekaterina Novosjolova,Kadri Rämmeld,Merle Palmiste"
" 3,645. Las Vegas Vietnam: The Movie (2019) ",,"Action, Drama",5.5,Ron Becks,"Ron Becks,Tina Le,Eric Roberts,Nicholas Turturro"
" 3,646. Horizon (2019) ",120,"Adventure, Drama, Sci-Fi",7.6,"Paul Dudbridge,Simon Pearce","Paul Tonkin,Kate Davies-Speak,Alicia Ancel,Simon Pearce"
" 3,647. That Son Tam Linh (2019) ",100,"Horror, Thriller",6.0,"Le Binh Giang,Phan Gia Nhat Linh,Huu-Tuan Nguyen,Ham Tran","Hoang Yen Chibi,Thanh Hien,Le Huynh,Nsut Le Thien"
" 3,648. Char Man (2019) ",85,"Comedy, Drama, Horror",3.7,"Kurt Ela,Kipp Tribble","Kurt Ela,Kipp Tribble,Nick Greco,Jeff Kober"
" 3,649. Nalpathiyonnu (2019) ",134,"Drama, Romance",5.3,Lal Jose,"Biju Menon,Sharanjith,Nimisha Sajayan,Dhanya Ananya"
" 3,650. Texas Death Trippin' (2019) ",62,"Comedy, Horror",1.9,Robbie Lopez,"Daisy Coleman,Cody Calderas,Bryan Slusher,Bartlett Benjamin"
" 3,651. Hot Box (2019) ",83,Comedy,7.3,Brandon Rhiness,"Olivia Kate Iatridis,Morgan LeBlanc,Jill Maria Robinson,Elizabeth Chamberlain"
" 3,652. Je ne rêve que de vous (2019) ",103,Drama,4.8,Laurent Heynemann,"Elsa Zylberstein,Hippolyte Girardot,Émilie Dequenne,Mathilda May"
" 3,653. The Shades (II) (2019) ",,"Horror, Thriller",6.7,"Jeff Sun,Rodrigo Mattos","Rodrigo Mattos,Nicole Alexandra Lvova,Sarah Hess,Andrea Camponovo"
" 3,654. The Steed (2019) ",110,"Action, Adventure, Family",8.7,Erdenebileg Ganbold,"Ariunbold E.,Enkhtuul G.,Tserendagva Purevdorj,Mendbayar Dagvadorj"
" 3,655. Ghasr-e Shirin (2019) ",82,Drama,6.6,Reza Mirkarimi,"Hamed Behdad,Zhila Shahi,Azadeh Nobahari,Niousha Alipour"
" 3,656. Pisica Verde (2019) ",84,Mystery,5.7,Constantinescu Narcis,"Raul Andrici,Mara Baboianu,Bianca Diaconu,Andrei Iurcu"
" 3,657. Luzia: Cirque du Soleil in Cinema (2019) ",95,Musical,8.1,,
" 3,658. Paper Friends (2019) ",95,Drama,7.5,"Jasmin S. Greene,Martinique Hines","Sandy Alegria,Jackie Almonte,Jordan Carlos,Berto Colon"
" 3,659. Japanese Borscht (2019) ",120,Drama,4.7,Eric Spade Rivas,"Michael Musto,Ron Jeremy,Sylvia Miles,Ángel Salazar"
" 3,660. Khun Phaen Begins (2019) ",,"Action, Adventure, Comedy",6.1,Kongkiat Khomsiri,"Jade-Angelica Fromento,Supakorn Kitsuwon,Mario Maurer,Yongwaree Ngamkasem"
" 3,661. The Fearless Two (2019) ",107,"Action, Thriller",8.7,Jamal Hall,"Alonzo Herran JR,Patricia Alves,Ekow Yankey,Marc John Jefferies"
" 3,662. L'esprit de famille (2019) ",90,"Comedy, Drama",4.9,Éric Besnard,"Guillaume de Tonquédec,François Berléand,Josiane Balasko,Isabelle Carré"
" 3,663. My Stupid Boss 2 (2019) ",96,"Adventure, Comedy",6.6,Upi Avianto,"Reza Rahadian,Bunga Citra Lestari,Kin Wah Chew,Atikah Suhaime"
" 3,664. Dajjal the Slayer and His Followers (2019) ",,"Animation, Action, War",5.5,,
" 3,665. Butler Balu (2019) ",128,Drama,4.6,Suthir .M.L.,"Imman Annachi,Yogi Babu,Thaadi Balaji,Mayilsamy"
" 3,666. Mukherjee Dar Bou (2019) ",127,"Drama, Family",7.8,Pritha Chakraborty,"Aparajita Adhya,Koneenica Banerjee,Biswanath Basu,Shankar Chakraborty"
" 3,667. Äiti (2019) ",91,Drama,5.7,Samppa Batal,"Jaana Saarinen,Matti Pajulahti,Matti Onnismaa,Jonathan Hutchings"
" 3,668. The Curse of Halloween Jack (2019) ",85,Horror,3.4,Andrew Jones,"Derek Nelson,Tiffany Ceri,Peter Cosgrove,Patrick O'Donnell"
" 3,670. Baglilik Asli (2019) ",135,Drama,4.2,Semih Kaplanoglu,"Kubra Kip,Ece Yüksel,Umut Kurt,Almina Kavci"
" 3,671. Ninu Veedani Needanu Nene (2019) ",123,Comedy,5.9,Caarthick Raju,"Ajay.,Vi Anand,Ashiq.,Kayal Devaraj"
" 3,672. Genitori quasi perfetti (2019) ",93,Comedy,5.6,Laura Chiossone,"Anna Foglietta,Paolo Calabresi,Lucia Mascino,Marina Rocco"
" 3,673. Missing Boy (2019) ",,"Adventure, Drama, Family",7.3,Raghu Ram,"Ravishankar Gowda,Gurunandan,Archana Jayakrishnan,Abhijay Joshi"
" 3,674. Le choc du futur (2019) ",84,Drama,6.0,Marc Collin,"Alma Jodorowsky,Philippe Rebbot,Geoffrey Carey,Teddy Melis"
" 3,676. Lonely Hearts (2019) ",91,Horror,4.1,"Jessica Hunt,Sam Mason-Bell","Martin W. Payne,Sue Dawes,Chris Mills,Alice Mulholland"
" 3,677. Myslennyy volk (2019) ",70,Drama,4.1,Valeriya Gay Germanika,"Yuliya Vysotskaya,Liza Klimova,Asya Ozturk,Yuriy Turbin"
" 3,678. Sanctorum (II) (2019) ",83,"Drama, Fantasy",6.1,Joshua Gil,"Erwin Antonio Pérez Jiménez,Nereyda Pérez Vásquez,Virgen Vázquez Torres,Javier Bautista González"
" 3,679. Utdrikningslaget (2019) ",82,Horror,4.3,Geir Greni,"Linni Meister,Veslemøy Mørkrid,Anders Rydning,Julia Schacht"
" 3,680. Expo (2019) ",80,"Action, Crime, Drama",2.9,Joseph Mbah,"Derek Davenport,Amelia Haberman,Shepsut Wilson,Titus Covington"
" 3,681. Poised (2019) ",83,Drama,6.5,Robert Cairns,"Luca Calvani,Johanna Taylor,Yiannis Alexiou,Venetia Grivas"
" 3,682. Beshoot (2019) ",120,"Action, Drama, War",7.7,Ivan Tymchenko,"Sergey Detyuk,Oleg Drach,Sergey Dzyalik,Mariya Karpenko"
" 3,683. Kapan (I) (2019) ",116,"Action, Drama",3.8,Kudret Sabanci,"Erkan Petekkaya,Kemal Uçar,Öykü Celik,Ali Gürer"
" 3,684. Ga woo man si ging (2019) ",92,"Comedy, Drama",6.0,Herman Yau,"Francis Ng,Louis Koo,Anita Yuen,Tat-Ming Cheung"
" 3,685. Mienai mokugekisha (2019) ",128,"Crime, Thriller",6.5,Jun'ichi Mori,"Riho Yoshioka,Mahiro Takasugi,Kôdai Asaka,Jun Kunimura"
" 3,686. Where Sleeping Dogs Lie (2019) ",96,"Action, Crime, Drama",5.9,Josh Pierson,"Jesse Janzen,Dustin Miller,Tommy Koponen,Jillian Rohrbach"
" 3,688. Kirschblüten & Dämonen (2019) ",115,Drama,5.0,Doris Dörrie,"Golo Euler,Aya Irizuki,Hannelore Elsner,Elmar Wepper"
" 3,689. DNA (I) (2019) ",126,Drama,8.3,Ashay Javadekar,"Akshay Anaokar,Manasi Bedekar,Glenn Guyer,Prajakta Karandikar"
" 3,690. La vertu des impondérables (2019) ",,"Comedy, Drama, Musical",4.4,Claude Lelouch,"Marianne Denicourt,Stéphane De Groodt,Elsa Zylberstein,Ary Abittan"
" 3,691. A Christmas Carol (II) (2019) ",73,Comedy,5.0,Steven Salgado,"Kate Katzman,Rafael Gerardo Rey,Nate Contreras,J. Tysun Jordan"
" 3,692. Ang hupa (2019) ",279,"Drama, Sci-Fi",6.6,Lav Diaz,"Joel Lamangan,Piolo Pascual,Shaina Magdayao,Pinky Amador"
" 3,693. Popcorn Monkey Tiger (2019) ",134,"Action, Crime",7.6,Soori,"Dhananjaya,Niveditha,Sapthami Gowda,Amrutha Iyengar"
" 3,694. Happy Journey (2019) ",110,Adventure,5.9,Raviteja Bharath,"Veera Badhram,Bharath,Harsha Chemudu,Chintu"
" 3,695. Black Snake: La légende du serpent noir (2019) ",82,Comedy,4.6,"Thomas N'Gijol,Karole Rocher","Thomas N'Gijol,Karole Rocher,Michel Gohou,Edouard Baer"
" 3,696. Bellezonismo (2019) ",97,Comedy,1.9,Jordi Arencón,"Armando del Río,Miguel Cazorla,Elvia Herrera,Yanet Garcia"
" 3,697. Ashi Hi Aashiqui (2019) ",133,Romance,6.2,"Sachin Pilgaonkar,Sachin","Sunil Barve,Abhinay Berde,Karan Bhanushali,Kishore Anand Bhanushali"
" 3,698. Kitty Party (2019) ",134,"Action, Comedy",3.8,Nav Bajwa,"Kainaat Arora,Nav Bajwa,Ranav Bajwa,Surinder Bath"
" 3,699. One Summer Night (2019) ",147,"Drama, Romance",5.0,Conner Keesling,"Julia Dent,Conner Keesling"
" 3,700. Anton (2019) ",102,Drama,8.5,Zaza Urushadze,"Juozas Budraitis,Natalia Ryumina,Regimantas Adomaitis,Vaiva Mainelyte"
" 3,701. Miga Miga Avasaram (2019) ",96,Drama,7.3,Suresh Kamatchi,"Aravindhan,Muthuraman,Sri Priyanka,E. Ramdoss"
" 3,702. The Abortionist (2019) ",116,"Crime, Drama",5.7,Fruit Chan,"Bai Ling,Wing-Sze Ng,Singh Hartihan Bitto,Singh Harmihanata Griffin"
" 3,703. Restricted Area (2019) ",111,Horror,2.4,Christopher M. Don,"Paige Lindsay Betts,Phillip Andre Botello,Ross Britz,Nicholes Cole"
" 3,704. 100% Kadhal (2019) ",151,"Comedy, Drama, Romance",4.4,M.M. Chandramouli,"G.V. Prakash Kumar,Shalini Pandey,Nassar,Thambi Ramaiah"
" 3,705. Password (V) (2019) ",125,Crime,3.1,Samrat Basnet,"Bikram Joshi,Pari Rana,Lisha Sunuwar,Sammy Jonas Heaney"
" 3,706. NTR: Mahanayakudu (2019) ",128,"Biography, Drama",5.4,Radha Krishna Jagarlamudi,"Nandamuri Balakrishna,Sumanth,Doctor Ali,Anjali"
" 3,707. Used (2019) ",57,"Drama, Thriller",7.6,Paresh Vinodray Savani,"Manoj Chandila,Sudha Chandran,Prveshika Chauhan,Dushant"
" 3,708. Pekelna khoruhva, abo Rizdvo Kozatske (2019) ",110,"Family, Fantasy",7.2,Misha Kostrov,"Kostyuk Andrey,Aram Arzumanyan,Hryhorii Baklanov,Danylo Kamenskyi"
" 3,709. La vérité si je mens! Les débuts (2019) ",110,Comedy,4.5,"Gérard Bitton,Michel Munz","Yohan Manca,Mickaël Lumière,Anton Csazar,Jeremy Lewin"
" 3,710. El silencio del cazador (2019) ",103,"Drama, Thriller",7.0,Martín De Salvo,"Alberto Ammann,Pablo Echarri,Mora Recalde"
" 3,711. Gakkô-gurashi! (2019) ",101,"Drama, Horror, Mystery",5.0,Issei Shibata,"Nanami Abe,Honora,Daichi Kaneko,Rio Kiyohara"
" 3,712. Market Raja MBBS (2019) ",156,Action,3.1,Saran,"Arav,Kavya Thapar,Nikesha Patel,Nassar"
" 3,713. A Resistance (I) (2019) ",105,Drama,6.1,Min-ho Cho,"Ko Asung,Sae-byeok Kim,Ye-eun Kim"
" 3,714. Mass Hysteria (2019) ",66,"Comedy, Horror",7.9,"Arielle Cimino,Jeff Ryan","Geena Santiago,Jeff Ryan,Scott Swayze,Alexandra Dietrich"
" 3,715. Safe Inside (2019) ",102,Thriller,7.5,Renata Gabryjelska,"Joanna Kulig,Steven Brand,Andrea Tivadar,Tom Ainsley"
